id,L,a,b,hex_srgb,in_srgb
20689,75.0,-112.0,56.0,#00E144,0
20690,75.0,-110.0,28.0,#00E181,0
20691,75.0,-104.0,56.0,#00DF45,0
20692,75.0,-104.0,88.0,#00DE00,0
20693,75.0,-92.0,16.0,#00DD98,0
20694,75.0,-90.0,4.0,#00DDAF,0
20695,75.0,-88.0,40.0,#00DB6A,0
20696,75.0,-80.0,48.0,#00D859,0
20697,75.0,-74.0,-16.0,#00D9D4,0
20698,75.0,-74.0,42.0,#00D766,0
20699,75.0,-74.0,58.0,#00D642,0
20700,75.0,-72.0,-28.0,#00DAEA,0
20701,75.0,-72.0,-8.0,#00D8C5,0
20702,75.0,-70.0,4.0,#00D7AF,0
20703,75.0,-70.0,104.0,#4CD400,0
20704,75.0,-68.0,44.0,#01D562,1
20705,75.0,-66.0,-6.0,#00D6C2,0
20706,75.0,-66.0,58.0,#3ED443,1
20707,75.0,-66.0,66.0,#47D32B,1
20708,75.0,-64.0,-10.0,#00D6C9,0
20709,75.0,-64.0,0.0,#00D5B7,0
20710,75.0,-64.0,6.0,#00D5AC,0
20711,75.0,-62.0,46.0,#41D35E,1
20712,75.0,-60.0,60.0,#59D13E,1
20713,75.0,-58.0,-8.0,#00D4C6,0
20714,75.0,-58.0,26.0,#2DD286,1
20715,75.0,-58.0,100.0,#71D000,0
20716,75.0,-56.0,38.0,#50D16F,1
20717,75.0,-52.0,-6.0,#00D1C2,0
20718,75.0,-52.0,80.0,#7BCE00,0
20719,75.0,-52.0,96.0,#7FCE00,0
20720,75.0,-52.0,104.0,#81CE00,0
20721,75.0,-50.0,40.0,#68CE6B,1
20722,75.0,-48.0,-42.0,#00D3FF,0
20723,75.0,-48.0,-20.0,#00D1DC,0
20724,75.0,-48.0,-10.0,#00D0CA,0
20725,75.0,-48.0,52.0,#77CD52,1
20726,75.0,-46.0,66.0,#84CC2E,1
20727,75.0,-46.0,74.0,#87CC03,1
20728,75.0,-46.0,100.0,#8DCC00,0
20729,75.0,-46.0,108.0,#8FCB00,0
20730,75.0,-44.0,28.0,#6DCC83,1
20731,75.0,-42.0,12.0,#5DCCA1,1
20732,75.0,-42.0,52.0,#86CB53,1
20733,75.0,-40.0,74.0,#94C906,1
20734,75.0,-40.0,100.0,#9AC900,0
20735,75.0,-38.0,-20.0,#00CDDC,0
20736,75.0,-38.0,-2.0,#50CCBB,1
20737,75.0,-38.0,38.0,#86CA70,1
20738,75.0,-36.0,-42.0,#00CEFF,0
20739,75.0,-36.0,-16.0,#28CCD5,1
20740,75.0,-36.0,-10.0,#43CBCA,1
20741,75.0,-36.0,54.0,#94C84F,1
20742,75.0,-34.0,-36.0,#00CDFA,0
20743,75.0,-34.0,60.0,#9BC740,1
20744,75.0,-34.0,68.0,#9EC729,1
20745,75.0,-34.0,76.0,#A1C700,0
20746,75.0,-32.0,-2.0,#68C9BB,1
20747,75.0,-32.0,18.0,#83C896,1
20748,75.0,-32.0,34.0,#91C778,1
20749,75.0,-30.0,-42.0,#00CBFF,0
20750,75.0,-30.0,-16.0,#4FC9D5,1
20751,75.0,-30.0,50.0,#9FC658,1
20752,75.0,-30.0,62.0,#A4C53C,1
20753,75.0,-30.0,70.0,#A7C522,1
20754,75.0,-30.0,78.0,#A9C500,0
20755,75.0,-28.0,-30.0,#11C9EF,1
20756,75.0,-28.0,54.0,#A5C54F,1
20757,75.0,-26.0,-24.0,#49C8E4,1
20758,75.0,-26.0,-12.0,#69C7CE,1
20759,75.0,-26.0,18.0,#92C597,1
20760,75.0,-26.0,28.0,#9AC584,1
20761,75.0,-26.0,64.0,#ACC337,1
20762,75.0,-26.0,72.0,#AFC31A,1
20763,75.0,-24.0,-42.0,#00C9FF,0
20764,75.0,-24.0,-8.0,#77C6C6,1
20765,75.0,-24.0,32.0,#A1C37C,1
20766,75.0,-24.0,38.0,#A5C371,1
20767,75.0,-24.0,44.0,#A8C365,1
20768,75.0,-22.0,48.0,#AEC25D,1
20769,75.0,-22.0,110.0,#BCC100,0
20770,75.0,-20.0,26.0,#A5C288,1
20771,75.0,-18.0,-42.0,#21C6FF,0
20772,75.0,-18.0,0.0,#92C2B8,1
20773,75.0,-18.0,12.0,#9EC2A2,1
20774,75.0,-18.0,16.0,#A2C19B,1
20775,75.0,-18.0,20.0,#A5C193,1
20776,75.0,-18.0,48.0,#B5C05D,1
20777,75.0,-16.0,-4.0,#92C2BF,1
20778,75.0,-16.0,60.0,#BDBF42,1
20779,75.0,-14.0,-42.0,#44C4FF,0
20780,75.0,-14.0,0.0,#9BC0B8,1
20781,75.0,-14.0,40.0,#B9BE6D,1
20782,75.0,-12.0,-14.0,#8FC0D2,1
20783,75.0,-12.0,2.0,#A2BFB5,1
20784,75.0,-12.0,32.0,#B8BD7D,1
20785,75.0,-12.0,58.0,#C3BD48,1
20786,75.0,-10.0,-22.0,#88C0E0,1
20787,75.0,-10.0,4.0,#A8BEB1,1
20788,75.0,-10.0,8.0,#ACBEAA,1
20789,75.0,-10.0,106.0,#CFBB00,0
20790,75.0,-8.0,-8.0,#A0BEC7,1
20791,75.0,-8.0,6.0,#AEBDAD,1
20792,75.0,-8.0,26.0,#BCBC89,1
20793,75.0,-8.0,54.0,#C9BA51,1
20794,75.0,-6.0,-42.0,#6AC0FF,0
20795,75.0,-6.0,28.0,#C1BA85,1
20796,75.0,-6.0,34.0,#C4BA7A,1
20797,75.0,-6.0,76.0,#D2B907,1
20798,75.0,-6.0,100.0,#D5B800,0
20799,75.0,-6.0,120.0,#D6B800,0
20800,75.0,-4.0,14.0,#BCBA9F,1
20801,75.0,-4.0,18.0,#BFBA98,1
20802,75.0,-4.0,66.0,#D3B834,1
20803,75.0,-2.0,-24.0,#99BCE4,1
20804,75.0,-2.0,-10.0,#ABBBCB,1
20805,75.0,-2.0,-6.0,#AFBAC3,1
20806,75.0,-2.0,-2.0,#B3BABC,1
20807,75.0,-2.0,2.0,#B6BAB5,1
20808,75.0,-2.0,6.0,#BAB9AE,1
20809,75.0,-2.0,10.0,#BDB9A6,1
20810,75.0,-2.0,110.0,#DCB600,0
20811,75.0,-2.0,126.0,#DDB600,0
20812,75.0,0.0,-22.0,#A1BAE1,1
20813,75.0,0.0,-10.0,#AFB9CB,1
20814,75.0,0.0,-6.0,#B3B9C4,1
20815,75.0,0.0,-2.0,#B7B9BC,1
20816,75.0,0.0,2.0,#BAB8B5,1
20817,75.0,0.0,6.0,#BDB8AE,1
20818,75.0,0.0,10.0,#C0B8A6,1
20819,75.0,0.0,46.0,#D3B662,1
20820,75.0,0.0,64.0,#D9B63A,1
20821,75.0,0.0,118.0,#DFB500,0
20822,75.0,2.0,-10.0,#B3B8CB,1
20823,75.0,2.0,-6.0,#B7B8C4,1
20824,75.0,2.0,-2.0,#BBB8BC,1
20825,75.0,2.0,2.0,#BEB7B5,1
20826,75.0,2.0,6.0,#C1B7AE,1
20827,75.0,2.0,10.0,#C4B7A6,1
20828,75.0,4.0,-14.0,#B3B7D2,1
20829,75.0,4.0,-10.0,#B7B7CB,1
20830,75.0,4.0,-6.0,#BBB7C4,1
20831,75.0,4.0,-2.0,#BFB6BC,1
20832,75.0,4.0,2.0,#C2B6B5,1
20833,75.0,4.0,6.0,#C5B6AE,1
20834,75.0,4.0,10.0,#C8B6A7,1
20835,75.0,4.0,44.0,#D9B467,1
20836,75.0,4.0,84.0,#E3B300,0
20837,75.0,4.0,112.0,#E5B200,0
20838,75.0,4.0,124.0,#E6B200,0
20839,75.0,6.0,-22.0,#AEB7E1,1
20840,75.0,6.0,-18.0,#B3B6DA,1
20841,75.0,6.0,-14.0,#B7B6D2,1
20842,75.0,6.0,-10.0,#BBB6CB,1
20843,75.0,6.0,-6.0,#BFB5C4,1
20844,75.0,6.0,-2.0,#C2B5BC,1
20845,75.0,6.0,2.0,#C6B5B5,1
20846,75.0,6.0,6.0,#C9B5AE,1
20847,75.0,6.0,10.0,#CBB4A7,1
20848,75.0,6.0,14.0,#CEB49F,1
20849,75.0,6.0,26.0,#D5B389,1
20850,75.0,8.0,-18.0,#B7B5DA,1
20851,75.0,8.0,-14.0,#BBB5D2,1
20852,75.0,8.0,-10.0,#BFB5CB,1
20853,75.0,8.0,-6.0,#C3B4C4,1
20854,75.0,8.0,-2.0,#C6B4BD,1
20855,75.0,8.0,2.0,#C9B4B5,1
20856,75.0,8.0,6.0,#CCB3AE,1
20857,75.0,8.0,10.0,#CFB3A7,1
20858,75.0,8.0,14.0,#D1B39F,1
20859,75.0,8.0,18.0,#D4B398,1
20860,75.0,8.0,30.0,#DAB282,1
20861,75.0,8.0,44.0,#DFB167,1
20862,75.0,8.0,70.0,#E6B02A,1
20863,75.0,8.0,86.0,#E9B000,0
20864,75.0,10.0,-28.0,#B0B5EC,1
20865,75.0,10.0,-8.0,#C5B3C7,1
20866,75.0,10.0,-4.0,#C8B3C0,1
20867,75.0,10.0,0.0,#CBB2B9,1
20868,75.0,10.0,4.0,#CEB2B2,1
20869,75.0,10.0,8.0,#D1B2AA,1
20870,75.0,10.0,14.0,#D5B29F,1
20871,75.0,12.0,-6.0,#CAB2C4,1
20872,75.0,12.0,-2.0,#CDB1BD,1
20873,75.0,12.0,2.0,#D0B1B5,1
20874,75.0,12.0,6.0,#D3B1AE,1
20875,75.0,12.0,12.0,#D7B0A3,1
20876,75.0,12.0,18.0,#DAB098,1
20877,75.0,12.0,22.0,#DCB091,1
20878,75.0,12.0,32.0,#E1AF7E,1
20879,75.0,12.0,84.0,#EFAE00,0
20880,75.0,12.0,100.0,#F0AD00,0
20881,75.0,12.0,112.0,#F1AD00,0
20882,75.0,14.0,-30.0,#B6B3F0,1
20883,75.0,14.0,-4.0,#CFB0C0,1
20884,75.0,14.0,0.0,#D2B0B9,1
20885,75.0,14.0,4.0,#D5B0B2,1
20886,75.0,14.0,10.0,#D9AFA7,1
20887,75.0,14.0,16.0,#DDAF9C,1
20888,75.0,14.0,62.0,#EEAD41,1
20889,75.0,14.0,106.0,#F4AC00,0
20890,75.0,16.0,-10.0,#CEAFCB,1
20891,75.0,16.0,8.0,#DBAEAB,1
20892,75.0,16.0,14.0,#DFAEA0,1
20893,75.0,16.0,24.0,#E4AD8D,1
20894,75.0,16.0,36.0,#E9AC77,1
20895,75.0,16.0,84.0,#F4AB00,0
20896,75.0,18.0,-14.0,#CEAED3,1
20897,75.0,18.0,4.0,#DCADB2,1
20898,75.0,18.0,12.0,#E1ACA3,1
20899,75.0,18.0,18.0,#E4AC99,1
20900,75.0,18.0,30.0,#EAAB82,1
20901,75.0,18.0,106.0,#F9A900,0
20902,75.0,20.0,-42.0,#B3B0FF,0
20903,75.0,20.0,-18.0,#CFADDA,1
20904,75.0,20.0,-12.0,#D4ADCF,1
20905,75.0,20.0,8.0,#E2ABAB,1
20906,75.0,20.0,54.0,#F5A954,1
20907,75.0,20.0,100.0,#FCA800,0
20908,75.0,22.0,-8.0,#DBABC8,1
20909,75.0,22.0,-4.0,#DDABC1,1
20910,75.0,22.0,0.0,#E0AAB9,1
20911,75.0,22.0,4.0,#E3AAB2,1
20912,75.0,22.0,106.0,#FFA600,0
20913,75.0,22.0,126.0,#FFA600,0
20914,75.0,24.0,-18.0,#D6AADA,1
20915,75.0,24.0,38.0,#F6A674,1
20916,75.0,24.0,82.0,#FFA500,0
20917,75.0,24.0,92.0,#FFA500,0
20918,75.0,26.0,-10.0,#E0A8CC,1
20919,75.0,26.0,-6.0,#E3A8C4,1
20920,75.0,26.0,-2.0,#E6A8BD,1
20921,75.0,26.0,34.0,#F8A57B,1
20922,75.0,28.0,-22.0,#DAA8E2,1
20923,75.0,28.0,-18.0,#DDA7DA,1
20924,75.0,28.0,28.0,#F8A487,1
20925,75.0,28.0,66.0,#FFA239,0
20926,75.0,32.0,120.0,#FF9E00,0
20927,75.0,34.0,-42.0,#D0A6FF,0
20928,75.0,34.0,34.0,#FF9F7C,0
20929,75.0,34.0,40.0,#FF9E71,0
20930,75.0,36.0,-8.0,#F2A0C8,1
20931,75.0,36.0,116.0,#FF9B00,0
20932,75.0,38.0,6.0,#FE9DAF,1
20933,75.0,38.0,16.0,#FF9C9D,0
20934,75.0,38.0,110.0,#FF9900,0
20935,75.0,40.0,84.0,#FF9800,0
20936,75.0,42.0,-20.0,#F39CDE,1
20937,75.0,42.0,14.0,#FF99A1,0
20938,75.0,42.0,46.0,#FF9766,0
20939,75.0,42.0,80.0,#FF9605,0
20940,75.0,42.0,108.0,#FF9600,0
20941,75.0,42.0,116.0,#FF9500,0
20942,75.0,44.0,30.0,#FF9684,0
20943,75.0,44.0,122.0,#FF9400,0
20944,75.0,46.0,-30.0,#F29AF1,1
20945,75.0,46.0,-16.0,#FD98D7,1
20946,75.0,46.0,22.0,#FF9593,0
20947,75.0,46.0,96.0,#FF9200,0
20948,75.0,48.0,-26.0,#F997E9,1
20949,75.0,48.0,40.0,#FF9272,0
20950,75.0,48.0,58.0,#FF914E,0
20951,75.0,48.0,64.0,#FF9141,0
20952,75.0,50.0,2.0,#FF92B7,0
20953,75.0,50.0,50.0,#FF8F5F,0
20954,75.0,50.0,70.0,#FF8E33,0
20955,75.0,50.0,124.0,#FF8D00,0
20956,75.0,52.0,-36.0,#F795FC,1
20957,75.0,52.0,26.0,#FF8E8C,0
20958,75.0,54.0,14.0,#FF8DA2,0
20959,75.0,54.0,18.0,#FF8D9A,0
20960,75.0,54.0,68.0,#FF8A38,0
20961,75.0,54.0,98.0,#FF8900,0
20962,75.0,56.0,24.0,#FF8A90,0
20963,75.0,56.0,52.0,#FF895B,0
20964,75.0,58.0,-42.0,#FC90FF,0
20965,75.0,58.0,-22.0,#FF8DE2,0
20966,75.0,58.0,-10.0,#FF8BCD,0
20967,75.0,58.0,30.0,#FF8885,0
20968,75.0,58.0,58.0,#FF8650,0
20969,75.0,60.0,16.0,#FF869E,0
20970,75.0,62.0,22.0,#FF8394,0
20971,75.0,62.0,36.0,#FF827A,0
20972,75.0,62.0,44.0,#FF826B,0
20973,75.0,62.0,52.0,#FF825C,0
20974,75.0,64.0,-12.0,#FF85D1,0
20975,75.0,64.0,2.0,#FF83B8,0
20976,75.0,64.0,58.0,#FF7F50,0
20977,75.0,66.0,-42.0,#FF87FF,0
20978,75.0,66.0,18.0,#FF7F9B,0
20979,75.0,66.0,42.0,#FF7D6F,0
20980,75.0,68.0,24.0,#FF7C90,0
20981,75.0,70.0,-2.0,#FF7CBF,0
20982,75.0,72.0,12.0,#FF77A6,0
20983,75.0,72.0,20.0,#FF7698,0
20984,76.0,-128.0,24.0,#00E88B,0
20985,76.0,-128.0,32.0,#00E87B,0
20986,76.0,-128.0,40.0,#00E76B,0
20987,76.0,-128.0,48.0,#00E75A,0
20988,76.0,-128.0,56.0,#00E746,0
20989,76.0,-120.0,26.0,#00E687,0
20990,76.0,-120.0,34.0,#00E677,0
20991,76.0,-120.0,84.0,#00E500,0
20992,76.0,-116.0,14.0,#00E69E,0
20993,76.0,-116.0,100.0,#00E400,0
20994,76.0,-112.0,68.0,#00E321,0
20995,76.0,-112.0,76.0,#00E300,0
20996,76.0,-110.0,10.0,#00E5A6,0
20997,76.0,-110.0,82.0,#00E300,0
20998,76.0,-108.0,96.0,#00E200,0
20999,76.0,-108.0,106.0,#00E200,0
21000,76.0,-104.0,8.0,#00E3AA,0
21001,76.0,-104.0,24.0,#00E38B,0
21002,76.0,-104.0,30.0,#00E280,0
21003,76.0,-104.0,38.0,#00E270,0
21004,76.0,-104.0,62.0,#00E137,0
21005,76.0,-104.0,70.0,#00E118,0
21006,76.0,-104.0,80.0,#00E100,0
21007,76.0,-102.0,16.0,#00E29B,0
21008,76.0,-100.0,106.0,#00E000,0
21009,76.0,-98.0,10.0,#00E2A6,0
21010,76.0,-98.0,22.0,#00E18F,0
21011,76.0,-96.0,66.0,#00DF2B,0
21012,76.0,-96.0,112.0,#00DF00,0
21013,76.0,-94.0,-4.0,#00E1C0,0
21014,76.0,-92.0,92.0,#00DE00,0
21015,76.0,-90.0,22.0,#00DF90,0
21016,76.0,-90.0,70.0,#00DE1A,0
21017,76.0,-90.0,114.0,#00DD00,0
21018,76.0,-88.0,-8.0,#00E0C8,0
21019,76.0,-88.0,-2.0,#00E0BD,0
21020,76.0,-88.0,34.0,#00DE78,0
21021,76.0,-88.0,58.0,#00DD44,0
21022,76.0,-88.0,106.0,#00DD00,0
21023,76.0,-86.0,86.0,#00DC00,0
21024,76.0,-84.0,64.0,#00DC33,0
21025,76.0,-84.0,76.0,#00DC00,0
21026,76.0,-84.0,100.0,#00DB00,0
21027,76.0,-82.0,20.0,#00DD94,0
21028,76.0,-82.0,110.0,#00DB00,0
21029,76.0,-80.0,26.0,#00DC88,0
21030,76.0,-80.0,54.0,#00DB4E,0
21031,76.0,-80.0,116.0,#19DA00,0
21032,76.0,-78.0,66.0,#00DA2D,0
21033,76.0,-78.0,82.0,#00DA00,0
21034,76.0,-76.0,14.0,#00DB9F,0
21035,76.0,-76.0,72.0,#02D911,1
21036,76.0,-76.0,90.0,#2AD900,0
21037,76.0,-76.0,98.0,#30D900,0
21038,76.0,-76.0,106.0,#34D900,0
21039,76.0,-74.0,20.0,#00DA94,0
21040,76.0,-74.0,48.0,#00D95C,0
21041,76.0,-72.0,32.0,#00D97D,0
21042,76.0,-72.0,116.0,#4BD800,0
21043,76.0,-70.0,86.0,#48D700,0
21044,76.0,-70.0,94.0,#4CD700,0
21045,76.0,-70.0,110.0,#52D700,0
21046,76.0,-68.0,12.0,#00D9A3,0
21047,76.0,-68.0,18.0,#00D898,0
21048,76.0,-66.0,24.0,#00D88D,0
21049,76.0,-66.0,30.0,#00D781,0
21050,76.0,-66.0,76.0,#52D600,0
21051,76.0,-66.0,120.0,#61D600,0
21052,76.0,-64.0,-28.0,#00DAED,0
21053,76.0,-64.0,90.0,#60D500,0
21054,76.0,-64.0,98.0,#63D500,0
21055,76.0,-64.0,106.0,#65D500,0
21056,76.0,-62.0,-16.0,#00D8D7,0
21057,76.0,-62.0,14.0,#00D7A0,0
21058,76.0,-62.0,34.0,#2BD679,1
21059,76.0,-60.0,-4.0,#00D7C1,0
21060,76.0,-60.0,18.0,#00D698,0
21061,76.0,-60.0,116.0,#72D400,0
21062,76.0,-58.0,-32.0,#00D8F5,0
21063,76.0,-58.0,-26.0,#00D8EA,0
21064,76.0,-58.0,0.0,#00D6BA,0
21065,76.0,-58.0,92.0,#72D300,0
21066,76.0,-58.0,110.0,#76D300,0
21067,76.0,-56.0,-14.0,#00D6D4,0
21068,76.0,-56.0,12.0,#00D5A3,0
21069,76.0,-54.0,-36.0,#00D7FC,0
21070,76.0,-54.0,48.0,#66D25D,1
21071,76.0,-52.0,-30.0,#00D6F1,0
21072,76.0,-52.0,88.0,#80D100,0
21073,76.0,-52.0,112.0,#85D100,0
21074,76.0,-50.0,0.0,#00D3BA,0
21075,76.0,-50.0,10.0,#35D2A7,1
21076,76.0,-50.0,26.0,#59D289,1
21077,76.0,-50.0,32.0,#62D17E,1
21078,76.0,-48.0,20.0,#57D195,1
21079,76.0,-48.0,44.0,#74D066,1
21080,76.0,-46.0,-28.0,#00D4EE,0
21081,76.0,-44.0,-4.0,#28D1C1,1
21082,76.0,-44.0,2.0,#41D1B6,1
21083,76.0,-44.0,8.0,#50D0AB,1
21084,76.0,-42.0,-40.0,#00D3FF,0
21085,76.0,-42.0,-18.0,#00D1DB,0
21086,76.0,-42.0,-10.0,#12D1CC,1
21087,76.0,-42.0,120.0,#9BCD00,0
21088,76.0,-40.0,-28.0,#00D1EE,0
21089,76.0,-40.0,-14.0,#03D0D4,1
21090,76.0,-40.0,108.0,#9ECC00,0
21091,76.0,-38.0,6.0,#64CEAF,1
21092,76.0,-38.0,24.0,#7DCD8E,1
21093,76.0,-36.0,28.0,#86CC86,1
21094,76.0,-36.0,112.0,#A6CA00,0
21095,76.0,-34.0,-28.0,#00CFEE,0
21096,76.0,-34.0,-22.0,#15CEE3,1
21097,76.0,-34.0,-6.0,#5BCDC5,1
21098,76.0,-32.0,2.0,#71CCB7,1
21099,76.0,-32.0,6.0,#77CBAF,1
21100,76.0,-30.0,-10.0,#62CBCD,1
21101,76.0,-30.0,28.0,#94C986,1
21102,76.0,-30.0,114.0,#B1C700,0
21103,76.0,-28.0,-6.0,#71CAC5,1
21104,76.0,-28.0,0.0,#7ACABA,1
21105,76.0,-28.0,4.0,#80CAB3,1
21106,76.0,-28.0,38.0,#9FC873,1
21107,76.0,-28.0,84.0,#B1C700,0
21108,76.0,-28.0,92.0,#B2C700,0
21109,76.0,-28.0,120.0,#B5C600,0
21110,76.0,-26.0,24.0,#9AC88E,1
21111,76.0,-24.0,-18.0,#66C9DC,1
21112,76.0,-24.0,-4.0,#80C8C2,1
21113,76.0,-24.0,10.0,#91C7A8,1
21114,76.0,-24.0,126.0,#BCC400,0
21115,76.0,-22.0,-28.0,#53C9EE,1
21116,76.0,-22.0,14.0,#9AC6A1,1
21117,76.0,-22.0,18.0,#9DC699,1
21118,76.0,-22.0,58.0,#B4C449,1
21119,76.0,-20.0,-36.0,#3EC9FD,1
21120,76.0,-20.0,-16.0,#78C7D8,1
21121,76.0,-20.0,-12.0,#7FC7D1,1
21122,76.0,-20.0,-8.0,#85C7C9,1
21123,76.0,-20.0,-4.0,#8BC6C2,1
21124,76.0,-20.0,4.0,#94C6B3,1
21125,76.0,-20.0,36.0,#AEC477,1
21126,76.0,-18.0,102.0,#C5C200,0
21127,76.0,-16.0,-34.0,#5CC7F9,1
21128,76.0,-16.0,-20.0,#7DC6DF,1
21129,76.0,-16.0,-16.0,#84C5D8,1
21130,76.0,-16.0,-12.0,#8AC5D1,1
21131,76.0,-16.0,-8.0,#90C5C9,1
21132,76.0,-16.0,4.0,#9EC4B3,1
21133,76.0,-16.0,36.0,#B6C278,1
21134,76.0,-14.0,6.0,#A4C3B0,1
21135,76.0,-14.0,10.0,#A8C2A9,1
21136,76.0,-14.0,14.0,#ABC2A1,1
21137,76.0,-14.0,18.0,#AEC29A,1
21138,76.0,-14.0,22.0,#B1C292,1
21139,76.0,-14.0,116.0,#CDBF00,0
21140,76.0,-12.0,-32.0,#71C5F6,1
21141,76.0,-12.0,-18.0,#8CC3DC,1
21142,76.0,-12.0,-10.0,#97C3CD,1
21143,76.0,-12.0,-6.0,#9CC2C6,1
21144,76.0,-12.0,-2.0,#A0C2BF,1
21145,76.0,-12.0,24.0,#B6C18F,1
21146,76.0,-12.0,84.0,#CCBF00,0
21147,76.0,-12.0,124.0,#D0BE00,0
21148,76.0,-10.0,-4.0,#A3C1C2,1
21149,76.0,-10.0,0.0,#A7C1BB,1
21150,76.0,-10.0,12.0,#B2C0A5,1
21151,76.0,-10.0,16.0,#B5C09E,1
21152,76.0,-10.0,20.0,#B7C096,1
21153,76.0,-10.0,46.0,#C5BF64,1
21154,76.0,-10.0,78.0,#CFBE00,0
21155,76.0,-10.0,98.0,#D2BD00,0
21156,76.0,-8.0,-32.0,#7EC3F6,1
21157,76.0,-8.0,-18.0,#96C1DC,1
21158,76.0,-8.0,-14.0,#9BC1D5,1
21159,76.0,-8.0,-2.0,#A9C0BF,1
21160,76.0,-8.0,2.0,#ADC0B7,1
21161,76.0,-8.0,22.0,#BCBF93,1
21162,76.0,-8.0,114.0,#D6BC00,0
21163,76.0,-6.0,-28.0,#8BC1EE,1
21164,76.0,-6.0,-12.0,#A3C0D1,1
21165,76.0,-6.0,-8.0,#A7BFCA,1
21166,76.0,-6.0,-4.0,#ABBFC2,1
21167,76.0,-6.0,0.0,#AFBFBB,1
21168,76.0,-6.0,4.0,#B3BEB4,1
21169,76.0,-6.0,8.0,#B6BEAC,1
21170,76.0,-6.0,108.0,#D9BB00,0
21171,76.0,-4.0,-10.0,#A9BECD,1
21172,76.0,-4.0,-6.0,#AEBEC6,1
21173,76.0,-4.0,-2.0,#B2BEBF,1
21174,76.0,-4.0,2.0,#B5BDB8,1
21175,76.0,-4.0,6.0,#B9BDB0,1
21176,76.0,-4.0,10.0,#BCBDA9,1
21177,76.0,-4.0,46.0,#CFBB65,1
21178,76.0,-4.0,54.0,#D2BB54,1
21179,76.0,-2.0,-30.0,#93BFF2,1
21180,76.0,-2.0,-16.0,#A7BED9,1
21181,76.0,-2.0,0.0,#B7BCBB,1
21182,76.0,-2.0,36.0,#CFBA78,1
21183,76.0,0.0,0.0,#BBBBBB,1
21184,76.0,0.0,26.0,#CDBA8C,1
21185,76.0,0.0,40.0,#D4B971,1
21186,76.0,0.0,54.0,#D9B954,1
21187,76.0,2.0,-38.0,#90BEFF,0
21188,76.0,2.0,-20.0,#ABBCE0,1
21189,76.0,2.0,-16.0,#B0BBD9,1
21190,76.0,2.0,36.0,#D5B879,1
21191,76.0,2.0,70.0,#E0B72C,1
21192,76.0,2.0,78.0,#E2B701,1
21193,76.0,4.0,16.0,#CEB89E,1
21194,76.0,4.0,28.0,#D5B788,1
21195,76.0,4.0,56.0,#E0B650,1
21196,76.0,4.0,64.0,#E2B63D,1
21197,76.0,6.0,-30.0,#A7BAF2,1
21198,76.0,6.0,-26.0,#ACBAEB,1
21199,76.0,6.0,32.0,#DAB681,1
21200,76.0,8.0,50.0,#E4B45D,1
21201,76.0,8.0,102.0,#EEB300,0
21202,76.0,10.0,-36.0,#A7B9FE,1
21203,76.0,10.0,-32.0,#ADB8F6,1
21204,76.0,10.0,40.0,#E4B372,1
21205,76.0,10.0,122.0,#F2B100,0
21206,76.0,12.0,-20.0,#C0B6E0,1
21207,76.0,12.0,-16.0,#C4B5D9,1
21208,76.0,12.0,46.0,#E9B166,1
21209,76.0,12.0,52.0,#EBB15A,1
21210,76.0,14.0,-38.0,#AEB6FF,0
21211,76.0,14.0,-24.0,#C0B5E8,1
21212,76.0,14.0,-14.0,#CAB4D5,1
21213,76.0,14.0,42.0,#EBB06E,1
21214,76.0,14.0,90.0,#F5AF00,0
21215,76.0,16.0,-36.0,#B5B5FE,1
21216,76.0,16.0,-22.0,#C6B3E4,1
21217,76.0,16.0,20.0,#E5B097,1
21218,76.0,16.0,48.0,#F0AF62,1
21219,76.0,16.0,54.0,#F2AE56,1
21220,76.0,16.0,96.0,#F9AD00,0
21221,76.0,16.0,124.0,#FBAD00,0
21222,76.0,18.0,-26.0,#C6B2EB,1
21223,76.0,18.0,76.0,#F9AC19,1
21224,76.0,18.0,118.0,#FDAC00,0
21225,76.0,20.0,22.0,#ECAD94,1
21226,76.0,20.0,92.0,#FEAB00,0
21227,76.0,22.0,-40.0,#BDB1FF,0
21228,76.0,22.0,-36.0,#C2B1FE,1
21229,76.0,22.0,-30.0,#C9B0F3,1
21230,76.0,22.0,16.0,#EDAC9F,1
21231,76.0,22.0,32.0,#F4AB81,1
21232,76.0,22.0,40.0,#F7AB72,1
21233,76.0,22.0,46.0,#F8AA67,1
21234,76.0,24.0,10.0,#EDABAA,1
21235,76.0,24.0,24.0,#F3AA90,1
21236,76.0,24.0,58.0,#FFA84E,1
21237,76.0,26.0,-36.0,#CAAEFE,1
21238,76.0,26.0,-14.0,#E0ABD6,1
21239,76.0,26.0,2.0,#EBAAB9,1
21240,76.0,26.0,6.0,#EDAAB1,1
21241,76.0,26.0,46.0,#FEA767,1
21242,76.0,28.0,-34.0,#D0ACFA,1
21243,76.0,28.0,-28.0,#D7ABEF,1
21244,76.0,28.0,10.0,#F3A8AA,1
21245,76.0,28.0,14.0,#F5A8A3,1
21246,76.0,28.0,52.0,#FFA55B,0
21247,76.0,28.0,58.0,#FFA54E,0
21248,76.0,28.0,92.0,#FFA400,0
21249,76.0,30.0,-8.0,#EBA8CB,1
21250,76.0,30.0,-4.0,#EEA7C4,1
21251,76.0,30.0,0.0,#F0A7BC,1
21252,76.0,30.0,4.0,#F3A7B5,1
21253,76.0,30.0,46.0,#FFA467,0
